L_{W1931},L_{x1931},L_{y1931},L_{z1931},L_{I1931}
550,0.4334499,0.9949501,0.008749999,104.046
551,0.4487953,0.9967108,0.0080352,103.641
552,0.464336,0.9980983,0.0073816,103.237
553,0.480064,0.999112,0.0067854,102.832
554,0.4959713,0.9997482,0.0062428,102.428
555,0.5120501,1.0,0.005749999,102.023
556,0.5282959,0.9998567,0.0053036,101.618
557,0.5446916,0.9993046,0.0048998,101.214
558,0.5612094,0.9983255,0.0045342,100.809
559,0.5778215,0.9968987,0.0042024,100.405
560,0.5945,0.995,0.0039,100.0
561,0.6112209,0.9926005,0.0036232,99.6334
562,0.6279758,0.9897426,0.0033706,99.2668
563,0.6447602,0.9864444,0.0031414,98.9003
564,0.6615697,0.9827241,0.0029348,98.5337
565,0.6784,0.9786,0.002749999,98.1671
566,0.6952392,0.9740837,0.0025852,97.8005
567,0.7120586,0.9691712,0.0024386,97.4339
568,0.7288284,0.9638568,0.0023094,97.0674
569,0.7455188,0.9581349,0.0021968,96.7008
570,0.7621,0.952,0.0021,96.3342
571,0.7785432,0.9454504,0.002017733,96.2796
572,0.7948256,0.9384992,0.0019482,96.225
573,0.8109264,0.9311628,0.0018898,96.1703
574,0.8268248,0.9234576,0.001840933,96.1157
575,0.8425,0.9154,0.0018,96.0611
576,0.8579325,0.9070064,0.001766267,96.0065
577,0.8730816,0.8982772,0.0017378,95.9519
578,0.8878944,0.8892048,0.0017112,95.8972
579,0.9023181,0.8797816,0.001683067,95.8426
580,0.9163,0.87,0.001650001,95.788
581,0.9297995,0.8598613,0.001610133,95.0778
582,0.9427984,0.849392,0.0015644,94.3675
583,0.9552776,0.838622,0.0015136,93.6573
584,0.9672179,0.8275813,0.001458533,92.947
585,0.9786,0.8163,0.0014,92.2368
586,0.9893856,0.8047947,0.001336667,91.5266
587,0.9995488,0.793082,0.00127,90.8163
588,1.0090892,0.781192,0.001205,90.1061
589,1.0180064,0.7691547,0.001146667,89.3958
590,1.0263,0.757,0.0011,88.6856
591,1.0339827,0.7447541,0.0010688,88.8177
592,1.040986,0.7324224,0.0010494,88.9497
593,1.047188,0.7200036,0.0010356,89.0818
594,1.0524667,0.7074965,0.0010212,89.2138
595,1.0567,0.6949,0.001,89.3459
596,1.0597944,0.6822192,0.00096864,89.478
597,1.0617992,0.6694716,0.00092992,89.61
598,1.0628068,0.6566744,0.00088688,89.7421
599,1.0629096,0.6438448,0.00084256,89.8741
600,1.0622,0.631,0.0008,90.0062
601,1.0607352,0.6181555,0.00076096,89.9655
602,1.0584436,0.6053144,0.00072368,89.9248
603,1.0552244,0.5924756,0.00068592,89.8841
604,1.0509768,0.5796379,0.00064544,89.8434
605,1.0456,0.5668,0.0006,89.8026
606,1.0390369,0.5539611,0.0005478667,89.7619
607,1.0313608,0.5411372,0.0004916,89.7212
608,1.0226662,0.5283528,0.0004354,89.6805
609,1.0130477,0.5156323,0.0003834667,89.6398
610,1.0026,0.503,0.00034,89.5991
611,0.9913675,0.4904688,0.0003072533,89.4091
612,0.9793314,0.4780304,0.00028316,89.219
613,0.9664916,0.4656776,0.00026544,89.029
614,0.9528479,0.4534032,0.0002518133,88.8389
615,0.9384,0.4412,0.00024,88.6489
616,0.923194,0.42908,0.0002295467,88.4589
617,0.907244,0.417036,0.00022064,88.2688
618,0.890502,0.405032,0.00021196,88.0788
619,0.87292,0.393032,0.0002021867,87.8887
620,0.8544499,0.381,0.00019,87.6987
621,0.835084,0.3689184,0.0001742133,87.2577
622,0.814946,0.3568272,0.00015564,86.8167
623,0.794186,0.3447768,0.00013596,86.3757
624,0.772954,0.3328176,0.0001168533,85.9347
625,0.7514,0.321,0.0001,85.4936
626,0.7295836,0.3093381,0.00008613333,85.0526
627,0.7075888,0.2978504,0.0000746,84.6116
628,0.6856022,0.2865936,0.000065,84.1706
629,0.6638104,0.2756245,0.00005693333,83.7296
630,0.6424,0.265,0.00004999999,83.2886
631,0.6215149,0.2547632,0.00004416,83.3297
632,0.6011138,0.2448896,0.00003948,83.3707
633,0.5811052,0.2353344,0.00003572,83.4118
634,0.5613977,0.2260528,0.00003264,83.4528
635,0.5419,0.217,0.00003,83.4939
636,0.5225995,0.2081616,0.00002765333,83.535
637,0.5035464,0.1995488,0.00002556,83.576
638,0.4847436,0.1911552,0.00002364,83.6171
639,0.4661939,0.1829744,0.00002181333,83.6581
640,0.4479,0.175,0.00002,83.6992
641,0.4298613,0.1672235,0.00001813333,83.332
642,0.412098,0.1596464,0.0000162,82.9647
643,0.394644,0.1522776,0.0000142,82.5975
644,0.3775333,0.1451259,0.00001213333,82.2302
645,0.3608,0.1382,0.00001,81.863
646,0.3444563,0.1315003,0.000007733333,81.4958
647,0.3285168,0.1250248,0.0000054,81.1285
648,0.3130192,0.1187792,0.0000032,80.7613
649,0.2980011,0.1127691,0.000001333333,80.394
650,0.2835,0.107,0.0,80.0268
651,0.2695448,0.1014762,0.0,80.0456
652,0.2561184,0.09618864,0.0,80.0644
653,0.2431896,0.09112296,0.0,80.0831
654,0.2307272,0.08626485,0.0,80.1019
655,0.2187,0.0816,0.0,80.1207
656,0.2070971,0.07712064,0.0,80.1395
657,0.1959232,0.07282552,0.0,80.1583
658,0.1851708,0.06871008,0.0,80.177
659,0.1748323,0.06476976,0.0,80.1958
660,0.1649,0.061,0.0,80.2146
661,0.1553667,0.05739621,0.0,80.4209
662,0.14623,0.05395504,0.0,80.6272
663,0.13749,0.05067376,0.0,80.8336
664,0.1291467,0.04754965,0.0,81.0399
665,0.1212,0.04458,0.0,81.2462
666,0.1136397,0.04175872,0.0,81.4525
667,0.106465,0.03908496,0.0,81.6588
668,0.09969044,0.03656384,0.0,81.8652
669,0.09333061,0.03420048,0.0,82.0715
670,0.0874,0.032,0.0,82.2778
671,0.08190096,0.02996261,0.0,81.8784
672,0.07680428,0.02807664,0.0,81.4791
673,0.07207712,0.02632936,0.0,81.0797
674,0.06768664,0.02470805,0.0,80.6804
675,0.0636,0.0232,0.0,80.281
676,0.05980685,0.02180077,0.0,79.8816
677,0.05628216,0.02050112,0.0,79.4823
678,0.05297104,0.01928108,0.0,79.0829
679,0.04981861,0.01812069,0.0,78.6836
680,0.04677,0.017,0.0,78.2842
681,0.04378405,0.01590379,0.0,77.4279
682,0.04087536,0.01483718,0.0,76.5716
683,0.03807264,0.01381068,0.0,75.7153
684,0.03540461,0.01283478,0.0,74.859
685,0.0329,0.01192,0.0,74.0027
686,0.03056419,0.01106831,0.0,73.1465
687,0.02838056,0.01027339,0.0,72.2902
688,0.02634484,0.009533311,0.0,71.4339
689,0.02445275,0.008846157,0.0,70.5776
690,0.0227,0.00821,0.0,69.7213
691,0.02108429,0.007623781,0.0,69.9101
692,0.01959988,0.007085424,0.0,70.0989
693,0.01823732,0.006591476,0.0,70.2876
694,0.01698717,0.006138485,0.0,70.4764
695,0.01584,0.005723,0.0,70.6652
696,0.01479064,0.005343059,0.0,70.854
697,0.01383132,0.004995796,0.0,71.0428
698,0.01294868,0.004676404,0.0,71.2315
699,0.0121292,0.004380075,0.0,71.4203
700,0.01135916,0.004102,0.0,71.6091
701,0.01062935,0.003838453,0.0,71.8831
702,0.009938846,0.003589099,0.0,72.1571
703,0.009288422,0.003354219,0.0,72.4311
704,0.008678854,0.003134093,0.0,72.7051
705,0.008110916,0.002929,0.0,72.979
706,0.007582388,0.002738139,0.0,73.253
707,0.007088746,0.002559876,0.0,73.527
708,0.006627313,0.002393244,0.0,73.801
709,0.006195408,0.002237275,0.0,74.075
710,0.005790346,0.002091,0.0,74.349
711,0.005409826,0.001953587,0.0,73.0745
712,0.005052583,0.00182458,0.0,71.8
713,0.004717512,0.00170358,0.0,70.5255
714,0.004403507,0.001590187,0.0,69.251
715,0.004109457,0.001484,0.0,67.9765
716,0.003833913,0.001384496,0.0,66.702
717,0.003575748,0.001291268,0.0,65.4275
718,0.003334342,0.001204092,0.0,64.153
719,0.003109075,0.001122744,0.0,62.8785
720,0.002899327,0.001047,0.0,61.604
721,0.002704348,0.0009765896,0.0,62.4322
722,0.00252302,0.0009111088,0.0,63.2603
723,0.002354168,0.0008501332,0.0,64.0885
724,0.002196616,0.0007932384,0.0,64.9166
725,0.00204919,0.00074,0.0,65.7448
726,0.00191096,0.0006900827,0.0,66.573
727,0.001781438,0.00064331,0.0,67.4011
728,0.00166011,0.000599496,0.0,68.2293
729,0.001546459,0.0005584547,0.0,69.0574
730,0.001439971,0.00052,0.0,69.8856
731,0.001340042,0.0004839136,0.0,70.4057
732,0.001246275,0.0004500528,0.0,70.9259
733,0.001158471,0.0004183452,0.0,71.446
734,0.00107643,0.0003887184,0.0,71.9662
735,0.0009999493,0.0003611,0.0,72.4863
736,0.0009287358,0.0003353835,0.0,73.0064
737,0.0008624332,0.0003114404,0.0,73.5266
738,0.0008007503,0.0002891656,0.0,74.0467
739,0.000743396,0.0002684539,0.0,74.5669
740,0.0006900786,0.0002492,0.0,75.087
741,0.0006405156,0.0002313019,0.0,73.9376
742,0.0005945021,0.0002146856,0.0,72.7881
743,0.0005518646,0.0001992884,0.0,71.6387
744,0.000512429,0.0001850475,0.0,70.4893
745,0.0004760213,0.0001719,0.0,69.3398
746,0.0004424536,0.0001597781,0.0,68.1904
747,0.0004115117,0.0001486044,0.0,67.041
748,0.0003829814,0.0001383016,0.0,65.8916
749,0.0003566491,0.0001287925,0.0,64.7421
750,0.0003323011,0.00012,0.0,63.5927
751,0.0003097586,0.0001118595,0.0,61.8752
752,0.0002888871,0.0001043224,0.0,60.1578
753,0.0002695394,0.0000973356,0.0,58.4403
754,0.0002515682,0.00009084587,0.0,56.7229
755,0.0002348261,0.0000848,0.0,55.0054
756,0.000219171,0.00007914667,0.0,53.288
757,0.0002045258,0.000073858,0.0,51.5705
758,0.0001908405,0.000068916,0.0,49.8531
759,0.0001780654,0.00006430267,0.0,48.1356
760,0.0001661505,0.00006,0.0,46.4182
761,0.0001550236,0.00005598187,0.0,48.4569
762,0.0001446219,0.0000522256,0.0,50.4956
763,0.0001349098,0.0000487184,0.0,52.5344
764,0.000125852,0.00004544747,0.0,54.5731
765,0.000117413,0.0000424,0.0,56.6118
766,0.0001095515,0.00003956104,0.0,58.6505
767,0.0001022245,0.00003691512,0.0,60.6892
768,0.00009539445,0.00003444868,0.0,62.728
769,0.0000890239,0.00003214816,0.0,64.7667
770,0.00008307527,0.00003,0.0,66.8054
771,0.00007751269,0.00002799125,0.0,66.4631
772,0.00007231304,0.00002611356,0.0,66.1209
773,0.00006745778,0.00002436024,0.0,65.7786
774,0.00006292844,0.00002272461,0.0,65.4364
775,0.00005870652,0.0000212,0.0,65.0941
776,0.00005477028,0.00001977855,0.0,64.7518
777,0.00005109918,0.00001845285,0.0,64.4096
778,0.00004767654,0.00001721687,0.0,64.0673
779,0.00004448567,0.00001606459,0.0,63.7251
780,0.00004150994,0.00001499,0.0,63.3828
781,0.00003873324,0.00001398728,0.0,63.4749
782,0.00003614203,0.00001305155,0.0,63.567
783,0.00003372352,0.00001217818,0.0,63.6592
784,0.00003146487,0.00001136254,0.0,63.7513
785,0.00002935326,0.0000106,0.0,63.8434
786,0.00002737573,0.000009885877,0.0,63.9355
787,0.00002552433,0.000009217304,0.0,64.0276
788,0.00002379376,0.000008592362,0.0,64.1198
789,0.0000221787,0.000008009133,0.0,64.2119
790,0.00002067383,0.0000074657,0.0,64.304
791,0.00001927226,0.000006959567,0.0,63.8188
792,0.0000179664,0.000006487995,0.0,63.3336
793,0.00001674991,0.000006048699,0.0,62.8484
794,0.00001561648,0.000005639396,0.0,62.3632
795,0.00001455977,0.0000052578,0.0,61.8779
796,0.00001357387,0.000004901771,0.0,61.3927
797,0.00001265436,0.00000456972,0.0,60.9075
798,0.00001179723,0.000004260194,0.0,60.4223
799,0.00001099844,0.000003971739,0.0,59.9371
800,0.00001025398,0.0000037029,0.0,59.4519
801,0.000009559646,0.000003452163,0.0,58.7026
802,0.000008912044,0.000003218302,0.0,57.9533
803,0.000008308358,0.0000030003,0.0,57.204
804,0.000007745769,0.000002797139,0.0,56.4547
805,0.000007221456,0.0000026078,0.0,55.7054
806,0.000006732475,0.00000243122,0.0,54.9562
807,0.000006276423,0.000002266531,0.0,54.2069
808,0.000005851304,0.000002113013,0.0,53.4576
809,0.000005455118,0.000001969943,0.0,52.7083
810,0.000005085868,0.0000018366,0.0,51.959
811,0.000004741466,0.00000171223,0.0,52.5072
812,0.000004420236,0.000001596228,0.0,53.0553
813,0.000004120783,0.00000148809,0.0,53.6035
814,0.000003841716,0.000001387314,0.0,54.1516
815,0.000003581652,0.0000012934,0.0,54.6998
816,0.000003339127,0.00000120582,0.0,55.248
817,0.000003112949,0.000001124143,0.0,55.7961
818,0.000002902121,0.000001048009,0.0,56.3443
819,0.000002705645,0.0000009770578,0.0,56.8924
820,0.000002522525,0.00000091093,0.0,57.4406
821,0.000002351726,0.0000008492513,0.0,57.7278
822,0.000002192415,0.0000007917212,0.0,58.015
823,0.000002043902,0.0000007380904,0.0,58.3022
824,0.000001905497,0.0000006881098,0.0,58.5894
825,0.000001776509,0.00000064153,0.0,58.8765
826,0.000001656215,0.0000005980895,0.0,59.1637
827,0.000001544022,0.0000005575746,0.0,59.4509
828,0.00000143944,0.000000519808,0.0,59.7381
829,0.000001341977,0.0000004846123,0.0,60.0253
830,0.000001251141,0.00000045181,0.0,60.3125
